培养数据分析、数据挖掘等专业技术人才。	0	[0.85, 0.01, 0.05, 0.01, 0.01, 0.02, 0.005, 0.005, 0.01, 0.005, 0.005, 0.005, 0.005, 0.01]
支持平台企业探索数据、算法、算力等能力的开放和共享。	11	[0.02, 0.05, 0.1, 0.05, 0.03, 0.02, 0.01, 0.02, 0.1, 0.03, 0.01, 0.5, 0.05, 0.01]
依托高等院校、科研机构、骨干企业以及重大科研项目、示范工程等，加大人才培养力度，形成推进“数字住建”建设的人才体系。	0	[0.8, 0.05, 0.02, 0.01, 0.01, 0.02, 0.005, 0.005, 0.02, 0.005, 0.005, 0.03, 0.015, 0.005]
引导金融机构综合运用信贷、债券和保险等方式，加大对智能电力装备、生物医药等产业的资金供给。	7	[0.01, 0.05, 0.01, 0.01, 0.005, 0.01, 0.015, 0.7, 0.03, 0.005, 0.005, 0.005, 0.005, 0.14]
探索建立符合知识产权案件审判规律的诉讼证据规则。	6	[0.02, 0.01, 0.01, 0.01, 0.01, 0.1, 0.7, 0.01, 0.03, 0.1, 0.0, 0.0, 0.0, 0.0]
探索建立基于应用场景的政府指导定价机制，推动公共数据产品和服务有条件无偿使用或政府指导定价管理	5	[0.01, 0.05, 0.01, 0.1, 0.02, 0.6, 0.1, 0.05, 0.05, 0.005, 0.002, 0.001, 0.001, 0.001]
升级完善山西省公共数据开放网站，扩大公共数据开放覆盖面，探索利用隐私计算、区块链等技术搭建可信数据空间	3	[0.01, 0.01, 0.1, 0.65, 0.2, 0.01, 0.01, 0.002, 0.003, 0.001, 0.001, 0.001, 0.001, 0.001]
鼓励企业、高校和科研院所建设未来产业领域重点实验室、技术创新中心、产业创新中心等高能级科创平台。	2	[0.1, 0.05, 0.65, 0.01, 0.05, 0.01, 0.005, 0.005, 0.02, 0.005, 0.005, 0.03, 0.02, 0.04]
市场主体应当对其数据安全负责，建立数据安全管理制度。	6	[0.01, 0.005, 0.005, 0.01, 0.005, 0.05, 0.85, 0.005, 0.02, 0.035, 0.001, 0.001, 0.001, 0.002]
建立健全个人信息和商业秘密保护基础制度。	6	[0.01, 0.005, 0.005, 0.01, 0.005, 0.1, 0.7, 0.005, 0.02, 0.14, 0.0, 0.0, 0.0, 0.0]
加强个人信息保护，规范数据采集、使用和管理。	6	[0.015, 0.005, 0.005, 0.02, 0.005, 0.05, 0.75, 0.005, 0.02, 0.12, 0.001, 0.001, 0.001, 0.002]
对获得国家级、省级认定的数据领域重大创新平台、试点示范项目给予资金配套支持。	1	[0.02, 0.7, 0.05, 0.01, 0.02, 0.01, 0.01, 0.05, 0.03, 0.01, 0.01, 0.03, 0.04, 0.01]
支持中药新药研发和产业化。	2	[0.01, 0.1, 0.65, 0.01, 0.01, 0.02, 0.01, 0.05, 0.1, 0.005, 0.005, 0.01, 0.01, 0.01]
建设完善智能网联汽车测试示范区，开展多场景、多类型的测试验证。	12	[0.01, 0.01, 0.1, 0.02, 0.15, 0.05, 0.01, 0.005, 0.01, 0.005, 0.005, 0.005, 0.615, 0.005]
开展数据资产登记凭证试点。	9	[0.01, 0.01, 0.01, 0.05, 0.01, 0.1, 0.1, 0.01, 0.05, 0.64, 0.005, 0.005, 0.0, 0.0]
建立以中央金融管理部门地方派出机构为主的地方金融监管体制。	5	[0.01, 0.005, 0.005, 0.02, 0.01, 0.7, 0.15, 0.05, 0.04, 0.01, 0.0, 0.0, 0.0, 0.0]
建立健全数据要素相关法律法规。	6	[0.01, 0.005, 0.005, 0.01, 0.005, 0.2, 0.7, 0.005, 0.02, 0.04, 0.0, 0.0, 0.0, 0.0]
经登记的数据知识产权可以依法进行转让、许可或者质押。	9	[0.005, 0.005, 0.005, 0.01, 0.005, 0.02, 0.2, 0.1, 0.05, 0.595, 0.001, 0.001, 0.001, 0.002]
支持企业建设工业APP，沉淀工业知识和经验。	13	[0.01, 0.05, 0.25, 0.01, 0.05, 0.01, 0.01, 0.01, 0.05, 0.01, 0.01, 0.1, 0.1, 0.33]
加快全省一体化大数据中心体系建设，参与“东数西算”工程。	4	[0.005, 0.01, 0.01, 0.05, 0.75, 0.15, 0.01, 0.005, 0.005, 0.001, 0.001, 0.001, 0.001, 0.001]
支持龙头企业、行业协会、科研院所等组建数据开放创新应用实验室。	11	[0.05, 0.05, 0.1, 0.01, 0.03, 0.01, 0.005, 0.005, 0.05, 0.005, 0.005, 0.65, 0.025, 0.005]
深化职务科技成果赋权改革，支持高校院所以“先使用后付费”方式将科技成果授权许可小微企业使用。	8	[0.05, 0.01, 0.1, 0.01, 0.005, 0.02, 0.05, 0.1, 0.45, 0.2, 0.001, 0.001, 0.001, 0.002]
支持开源项目积极申请和布局知识产权。	9	[0.01, 0.01, 0.1, 0.01, 0.01, 0.01, 0.05, 0.02, 0.15, 0.62, 0.005, 0.005, 0.0, 0.0]
推动数据管理能力成熟度模型（DCMM）贯标。	13	[0.01, 0.01, 0.05, 0.05, 0.01, 0.1, 0.1, 0.01, 0.1, 0.01, 0.005, 0.005, 0.1, 0.44]
鼓励企业与科研机构合作，共同开发数据产品，推动产学研用深度融合。	11	[0.05, 0.02, 0.15, 0.01, 0.01, 0.01, 0.005, 0.005, 0.05, 0.005, 0.005, 0.6, 0.02, 0.06]
建立数据安全监测预警和应急处置机制，保障数据交易安全。	6	[0.01, 0.005, 0.005, 0.1, 0.01, 0.1, 0.7, 0.005, 0.05, 0.01, 0.001, 0.001, 0.001, 0.002]
建立健全气象、财政、银行、保险、监管等多部门协同工作机制，共同推进气象指数保险业务发展。	8	[0.01, 0.05, 0.01, 0.02, 0.01, 0.15, 0.1, 0.2, 0.43, 0.005, 0.005, 0.005, 0.003, 0.002]
制定数据资源入表操作指南和案例库。	3	[0.01, 0.01, 0.01, 0.65, 0.01, 0.1, 0.05, 0.005, 0.05, 0.1, 0.001, 0.001, 0.002, 0.001]
探索开展数据知识产权证券化试点，拓宽企业融资渠道。	7	[0.01, 0.05, 0.01, 0.01, 0.005, 0.05, 0.05, 0.6, 0.05, 0.15, 0.005, 0.005, 0.005, 0.0]
严格质量安全监管，开展绿色认证、高端认证、碳足迹认证。	6	[0.01, 0.005, 0.005, 0.05, 0.005, 0.1, 0.8, 0.005, 0.01, 0.005, 0.001, 0.001, 0.001, 0.002]
支持数字经济核心产业集聚发展，推进集聚区创新链产业链资金链人才链深度融合，推动集聚区主导产业迈向中高端，提升产业链供应链韧性和安全水平。	8	[0.05, 0.1, 0.05, 0.01, 0.1, 0.1, 0.01, 0.1, 0.35, 0.01, 0.005, 0.025, 0.08, 0.01]
鼓励企业参与“一带一路”数字经济合作，推动数据服务出口。	13	[0.01, 0.05, 0.02, 0.02, 0.01, 0.1, 0.02, 0.05, 0.1, 0.02, 0.02, 0.05, 0.1, 0.43]
鼓励金融机构创新开发数据资产质押、数据信托等金融产品和服务。	7	[0.005, 0.01, 0.01, 0.01, 0.005, 0.01, 0.01, 0.7, 0.02, 0.1, 0.005, 0.005, 0.005, 0.105]
对首次认定、重新认定通过的高新技术企业，分别给予最高20万元和5万元奖励	1	[0.01, 0.7, 0.1, 0.01, 0.01, 0.01, 0.01, 0.02, 0.05, 0.005, 0.005, 0.005, 0.015, 0.05]
引导数据标注产业向智能化、自动化方向发展，提升产业附加值。	13	[0.01, 0.01, 0.2, 0.01, 0.01, 0.1, 0.01, 0.01, 0.05, 0.01, 0.005, 0.01, 0.1, 0.465]
支持金融机构发展基于核心企业信用和真实交易数据的供应链金融。	7	[0.01, 0.01, 0.05, 0.02, 0.01, 0.01, 0.01, 0.8, 0.05, 0.01, 0.005, 0.01, 0.003, 0.002]
推动健康医疗大数据在临床科研、行业治理、公共卫生等领域的应用。	12	[0.01, 0.01, 0.15, 0.2, 0.01, 0.05, 0.05, 0.01, 0.05, 0.005, 0.005, 0.005, 0.44, 0.005]
推动数字人民币在司法领域的应用。	2	[0.01, 0.05, 0.6, 0.05, 0.02, 0.05, 0.1, 0.1, 0.01, 0.005, 0.001, 0.001, 0.002, 0.001]
对授权运营单位的数据安全保障能力、产品服务质量、合规运营情况等进行全过程监督。	6	[0.01, 0.01, 0.01, 0.1, 0.01, 0.1, 0.7, 0.005, 0.02, 0.03, 0.001, 0.001, 0.001, 0.002]
对获得国家、省级首台（套）认定的数据要素领域重大技术装备，给予资金奖励。	13	[0.01, 0.35, 0.15, 0.01, 0.01, 0.02, 0.01, 0.01, 0.05, 0.005, 0.005, 0.01, 0.1, 0.26]
常态化开展大规模设备更新和消费品以旧换新宣传，及时解读政策申报流程。	13	[0.01, 0.01, 0.01, 0.15, 0.01, 0.05, 0.01, 0.01, 0.08, 0.005, 0.01, 0.005, 0.02, 0.62]
开展数据资产“入表”试点，支持企业将符合条件的数据资源计入资产负债表。	9	[0.01, 0.05, 0.01, 0.02, 0.01, 0.05, 0.1, 0.1, 0.2, 0.44, 0.005, 0.005, 0.0, 0.0]
组织开展管理会计应用优秀案例评选和推广活动，发挥示范引领作用。	12	[0.02, 0.01, 0.01, 0.05, 0.01, 0.05, 0.01, 0.01, 0.02, 0.005, 0.005, 0.005, 0.6, 0.195]
鼓励基础电信企业、工业企业、软件企业等深化合作，共建共享工业互联网基础设施。	11	[0.01, 0.01, 0.05, 0.01, 0.25, 0.01, 0.01, 0.005, 0.05, 0.005, 0.005, 0.55, 0.02, 0.015]
探索建立机场旅客全流程无纸化服务。	12	[0.01, 0.01, 0.05, 0.3, 0.1, 0.05, 0.01, 0.01, 0.02, 0.005, 0.005, 0.005, 0.42, 0.005]
推动中医药与养老服务、旅游、食品工业等融合发展。	11	[0.01, 0.01, 0.05, 0.1, 0.01, 0.05, 0.01, 0.01, 0.1, 0.005, 0.005, 0.5, 0.12, 0.02]
健全知识产权技术类案件多元化技术事实查明机制。	8	[0.01, 0.005, 0.05, 0.02, 0.005, 0.05, 0.25, 0.01, 0.45, 0.15, 0.0, 0.0, 0.0, 0.0]
支持贵州发展智慧旅游、智慧医疗、智慧交通。	12	[0.01, 0.05, 0.1, 0.1, 0.1, 0.05, 0.01, 0.01, 0.1, 0.005, 0.005, 0.005, 0.45, 0.005]
鼓励和支持高等院校、科研机构、企业建设大数据重点实验室、工程研究中心等。	2	[0.1, 0.05, 0.6, 0.01, 0.05, 0.01, 0.005, 0.005, 0.02, 0.005, 0.005, 0.1, 0.03, 0.01]
推动数据资源持有者依法依规通过授权等方式，向数据加工使用者提供数据。	9	[0.01, 0.01, 0.01, 0.05, 0.01, 0.02, 0.2, 0.01, 0.1, 0.57, 0.005, 0.005, 0.0, 0.0]
建设全市一体化公共数据授权运营平台，为授权运营单位提供数据沙箱、建模分析、算法加载、安全审计等服务。	4	[0.01, 0.01, 0.02, 0.35, 0.5, 0.01, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
建立以创新价值、能力、贡献为导向的科技人才评价体系。	0	[0.75, 0.01, 0.1, 0.01, 0.01, 0.05, 0.01, 0.005, 0.02, 0.02, 0.005, 0.005, 0.005, 0.0]
推动地理信息数据资源向社会有序开放，发布开放目录，明确开放范围、条件和方式。	3	[0.01, 0.01, 0.01, 0.7, 0.1, 0.05, 0.1, 0.005, 0.01, 0.005, 0.0, 0.0, 0.0, 0.0]
强化以增加知识价值为导向的收益分配政策，支持江北新区内的高校院所开展职务科技成果所有权或长期使用权改革	8	[0.1, 0.1, 0.1, 0.01, 0.01, 0.02, 0.02, 0.05, 0.38, 0.2, 0.005, 0.005, 0.0, 0.0]
建设全省一体化智能化公共数据平台，推进公共数据高质量汇聚、规范化治理。	4	[0.005, 0.005, 0.01, 0.2, 0.7, 0.05, 0.02, 0.002, 0.003, 0.001, 0.001, 0.001, 0.001, 0.001]
统筹谋划场景机会，面向社会发布场景机会清单，每年发布市级场景机会不少于50个，各地区谋划特色主题场景清单。	5	[0.01, 0.01, 0.01, 0.15, 0.01, 0.65, 0.01, 0.005, 0.05, 0.005, 0.05, 0.01, 0.03, 0.01]
建立公共数据授权运营退出机制，对违反法律法规或协议约定的，依法终止授权。	6	[0.01, 0.005, 0.005, 0.05, 0.01, 0.1, 0.75, 0.005, 0.03, 0.03, 0.001, 0.001, 0.001, 0.002]
鼓励平台企业运用大数据等技术，提高与中小微企业商户的议价交易效率。	12	[0.01, 0.01, 0.15, 0.02, 0.02, 0.02, 0.02, 0.02, 0.05, 0.005, 0.005, 0.1, 0.4, 0.17]
建立数据要素市场负面清单，明确禁止或限制交易的数据类型和领域。	6	[0.01, 0.005, 0.005, 0.01, 0.01, 0.2, 0.7, 0.005, 0.02, 0.03, 0.001, 0.001, 0.001, 0.002]
建立文化和旅游消费大数据监测分析体系。	3	[0.01, 0.01, 0.05, 0.6, 0.25, 0.05, 0.02, 0.002, 0.003, 0.001, 0.001, 0.001, 0.001, 0.001]
加强数据安全宣传教育，提高全社会数据安全意识和防护技能。	0	[0.7, 0.005, 0.005, 0.05, 0.005, 0.02, 0.1, 0.005, 0.01, 0.01, 0.005, 0.005, 0.005, 0.075]
制定出台《内蒙古自治区大数据发展应用促进条例》，为大数据发展应用提供法治保障。	5	[0.005, 0.005, 0.005, 0.01, 0.01, 0.55, 0.4, 0.005, 0.005, 0.005, 0.0, 0.0, 0.0, 0.0]
探索社会资本参与数据要素市场建设的有效途径，引导社会资本投资数据采集、数据清洗、数据标注、数据评估等领域。	11	[0.01, 0.1, 0.01, 0.02, 0.1, 0.05, 0.01, 0.1, 0.1, 0.005, 0.005, 0.4, 0.01, 0.08]
探索将公共数据授权运营形成的产品和服务纳入政府采购目录。	10	[0.01, 0.01, 0.01, 0.1, 0.01, 0.1, 0.05, 0.01, 0.1, 0.01, 0.58, 0.01, 0.0, 0.0]
推动大数据基础设施的绿色化、集约化发展。	12	[0.01, 0.01, 0.1, 0.02, 0.4, 0.15, 0.01, 0.005, 0.05, 0.005, 0.005, 0.005, 0.225, 0.005]
研制可信数据空间相关技术标准、服务标准和安全标准，规范技术应用和产业发展。	5	[0.01, 0.005, 0.15, 0.1, 0.02, 0.5, 0.2, 0.005, 0.005, 0.005, 0.0, 0.0, 0.0, 0.0]
建立工业数据分类分级管理制度，保障工业数据安全。	6	[0.01, 0.005, 0.005, 0.05, 0.01, 0.15, 0.75, 0.005, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0]
建立健全数据全生命周期质量管控机制。	6	[0.01, 0.005, 0.005, 0.05, 0.01, 0.15, 0.75, 0.005, 0.01, 0.0, 0.0, 0.0, 0.0, 0.0]
财政部门及其工作人员在票据管理中滥用职权、玩忽职守、徇私舞弊的，依法给予处分。	6	[0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.92, 0.005, 0.01, 0.005, 0.0, 0.0, 0.0, 0.0]
智库课题经费由自然资源部专项经费予以保障，并对经费使用进行监督管理。	1	[0.05, 0.8, 0.01, 0.01, 0.01, 0.01, 0.1, 0.005, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0]
依法审理涉5G、物联网、人工智能、区块链等新技术应用的案件。	6	[0.01, 0.01, 0.1, 0.02, 0.01, 0.05, 0.75, 0.01, 0.01, 0.03, 0.0, 0.0, 0.0, 0.0]
推动隐私计算、联邦学习、数据沙箱等技术在数据流通中的应用。	2	[0.01, 0.01, 0.75, 0.05, 0.05, 0.01, 0.05, 0.01, 0.01, 0.02, 0.005, 0.01, 0.01, 0.005]
依法适用“云庭审”等在线诉讼方式，为当事人提供便利。	3	[0.01, 0.005, 0.01, 0.7, 0.01, 0.01, 0.25, 0.001, 0.001, 0.001, 0.001, 0.0, 0.0, 0.001]
聚焦“产业大脑+未来工厂”，推动制造业数字化转型和智能化升级。	12	[0.01, 0.01, 0.1, 0.01, 0.2, 0.1, 0.01, 0.01, 0.05, 0.005, 0.005, 0.01, 0.475, 0.005]
设立总规模100亿元的算力产业发展基金。	1	[0.01, 0.8, 0.02, 0.01, 0.05, 0.05, 0.005, 0.05, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0]
将数据知识产权纳入知识产权保护中心和快速维权中心服务范围。	9	[0.005, 0.005, 0.005, 0.2, 0.01, 0.02, 0.1, 0.005, 0.05, 0.6, 0.0, 0.0, 0.0, 0.0]
鼓励有条件的地区设立专项资金，支持数据要素市场培育和产业发展。	1	[0.01, 0.7, 0.01, 0.01, 0.01, 0.05, 0.01, 0.05, 0.05, 0.01, 0.005, 0.01, 0.015, 0.06]
对运营单位的数据安全保障能力、数据产品质量、市场效益等进行绩效评价。	6	[0.01, 0.01, 0.01, 0.1, 0.01, 0.2, 0.6, 0.01, 0.02, 0.02, 0.005, 0.005, 0.0, 0.0]
对年算力交易额达到1000万元及以上的算力平台，按照当年算力交易额的1%给予资金奖励，最高不超过200万元。	1	[0.005, 0.75, 0.005, 0.01, 0.05, 0.01, 0.01, 0.05, 0.03, 0.005, 0.005, 0.01, 0.005, 0.055]
建立全国统一的信用信息共享交换平台。	4	[0.005, 0.005, 0.005, 0.2, 0.7, 0.05, 0.02, 0.005, 0.005, 0.0, 0.0, 0.0, 0.0, 0.0]
推行全省统一的电子证照，实现电子证照跨地区、跨部门互信互认。	3	[0.005, 0.005, 0.01, 0.75, 0.15, 0.02, 0.05, 0.002, 0.003, 0.001, 0.001, 0.001, 0.001, 0.001]
对申请测绘资质的单位，其测绘产品必须经过质量检验合格。	6	[0.01, 0.005, 0.005, 0.05, 0.01, 0.05, 0.85, 0.005, 0.01, 0.005, 0.0, 0.0, 0.0, 0.0]
建立区块链信息服务备案管理系统，提供线上备案服务。	3	[0.01, 0.005, 0.05, 0.65, 0.1, 0.05, 0.12, 0.005, 0.005, 0.005, 0.0, 0.0, 0.0, 0.0]
支持开展车路协同、自动驾驶等试点应用。	12	[0.01, 0.01, 0.1, 0.01, 0.1, 0.02, 0.01, 0.01, 0.05, 0.005, 0.005, 0.005, 0.66, 0.005]
加强对工业设备数据采集和边缘计算能力。	4	[0.005, 0.005, 0.2, 0.02, 0.7, 0.05, 0.01, 0.002, 0.003, 0.001, 0.001, 0.001, 0.001, 0.001]
建立数据出境评估专家团队，为评估工作提供专业支撑。	0	[0.8, 0.01, 0.01, 0.05, 0.01, 0.02, 0.08, 0.005, 0.01, 0.005, 0.0, 0.0, 0.0, 0.0]
支持高校、科研院所建设人工智能重点实验室、工程研究中心等创新平台。	2	[0.1, 0.05, 0.7, 0.01, 0.05, 0.01, 0.005, 0.005, 0.01, 0.005, 0.005, 0.04, 0.01, 0.0]
用于公共治理、公益事业的公共数据产品和服务有条件无偿使用，用于产业发展的实行政府指导价管理。	8	[0.005, 0.05, 0.005, 0.2, 0.005, 0.2, 0.1, 0.1, 0.3, 0.02, 0.01, 0.005, 0.0, 0.0]
对合肥数据要素流通平台数据供应商按数据交易量给予最高30万元奖励，奖补金额按照数据供应商年度场内数据交易额一定比例给予。	1	[0.01, 0.7, 0.01, 0.02, 0.05, 0.01, 0.01, 0.05, 0.03, 0.005, 0.005, 0.02, 0.03, 0.05]
加快推进“东数西算”工程，建设全国一体化算力网络国家（内蒙古）枢纽节点，为国家重大战略实施提供算力保障。	4	[0.005, 0.005, 0.01, 0.05, 0.7, 0.2, 0.01, 0.01, 0.005, 0.001, 0.001, 0.001, 0.001, 0.001]
引导和鼓励社会力量参与数据要素市场的建设和运营。	13	[0.01, 0.02, 0.01, 0.01, 0.1, 0.05, 0.01, 0.01, 0.1, 0.005, 0.005, 0.2, 0.05, 0.42]
依法制裁恶意抢注商标、囤积商标、恶意提起知识产权诉讼等行为。	6	[0.005, 0.005, 0.005, 0.01, 0.005, 0.02, 0.8, 0.005, 0.01, 0.13, 0.001, 0.001, 0.001, 0.002]
申报可信数据空间试点的单位应具有明确的建设目标、可行的实施方案和创新的应用模式。	3	[0.01, 0.01, 0.05, 0.6, 0.05, 0.25, 0.01, 0.005, 0.01, 0.001, 0.001, 0.001, 0.001, 0.001]
建立健全物联网安全管理机制，落实安全主体责任。	6	[0.01, 0.005, 0.005, 0.02, 0.05, 0.1, 0.8, 0.002, 0.003, 0.001, 0.001, 0.001, 0.001, 0.001]
深入推进“一网通办”，推动更多服务事项“跨省通办”，到2022年底前基本实现高频政务服务事项“掌上办”。	3	[0.005, 0.005, 0.01, 0.75, 0.15, 0.05, 0.02, 0.002, 0.003, 0.001, 0.001, 0.001, 0.001, 0.001]
将数字政府建设工作纳入政府绩效考核。	5	[0.01, 0.01, 0.01, 0.05, 0.01, 0.8, 0.1, 0.002, 0.003, 0.001, 0.001, 0.001, 0.001, 0.001]
依托贵阳市全民健康信息平台，建设医疗服务、政务监管、便民利民三大领域应用场景。	4	[0.01, 0.01, 0.01, 0.3, 0.45, 0.05, 0.05, 0.005, 0.005, 0.005, 0.005, 0.005, 0.095, 0.0]
积极参与国家、省数据标准体系建设，持续推进数据资源、数据技术、数据流通利用、数据基础设施等标准规范研制，鼓励科研机构、行业组织、企事业单位等共同参与标准制定。	8	[0.05, 0.01, 0.1, 0.05, 0.05, 0.25, 0.1, 0.01, 0.25, 0.01, 0.005, 0.05, 0.01, 0.055]
推动数据要素流通交易平台与全国其他交易机构互认互通，属于公共服务范畴	3	[0.005, 0.005, 0.01, 0.7, 0.2, 0.02, 0.05, 0.002, 0.003, 0.001, 0.001, 0.001, 0.001, 0.001]
建立数据要素存证登记平台，为企业和个人提供便捷的线上登记申请、审核、发证服务。	3	[0.01, 0.005, 0.01, 0.6, 0.2, 0.01, 0.05, 0.005, 0.01, 0.1, 0.0, 0.0, 0.0, 0.0]
统一住房公积金数据采集、存储、传输、共享等标准。	6	[0.005, 0.005, 0.01, 0.15, 0.05, 0.2, 0.55, 0.005, 0.02, 0.005, 0.0, 0.0, 0.0, 0.0]
支持在电商平台建立地理标志产品销售专区，开展线上特色营销，形成数据要素驱动的销售示范。	12	[0.01, 0.01, 0.05, 0.1, 0.05, 0.02, 0.01, 0.01, 0.05, 0.05, 0.1, 0.03, 0.5, 0.01]
健全依法联合惩戒体系，强化责任追究和联动问责。	6	[0.01, 0.005, 0.005, 0.01, 0.005, 0.1, 0.85, 0.005, 0.005, 0.005, 0.0, 0.0, 0.0, 0.0]
登记结果有效期原则上为三年，期满前60日内可续展，每次续展期最长为三年，期满未续展的由登记机构予以注销。	6	[0.005, 0.005, 0.005, 0.05, 0.005, 0.05, 0.75, 0.005, 0.01, 0.11, 0.001, 0.001, 0.001, 0.002]
推动大数据与云计算、物联网、移动互联网等新一代信息技术融合发展。	2	[0.01, 0.01, 0.7, 0.01, 0.1, 0.05, 0.01, 0.01, 0.05, 0.005, 0.005, 0.02, 0.01, 0.01]
加强信息化标准知识产权的创造、保护和运用。	9	[0.01, 0.01, 0.05, 0.01, 0.01, 0.15, 0.15, 0.01, 0.05, 0.54, 0.0, 0.0, 0.0, 0.0]
建设一体化政务服务平台，推动政务服务事项“一网通办、一窗通办、一事联办”。	3	[0.005, 0.005, 0.005, 0.7, 0.25, 0.02, 0.005, 0.002, 0.003, 0.001, 0.001, 0.001, 0.001, 0.001]
建立数据交易安全管理制度，数据交易服务机构和数据商（数据经纪人）应履行数据安全保护义务，确保数据来源合法、交易可信。	6	[0.01, 0.005, 0.005, 0.05, 0.01, 0.05, 0.75, 0.005, 0.05, 0.06, 0.001, 0.001, 0.001, 0.002]
通过政府采购支持安全可靠的软件产品和服务。	10	[0.01, 0.05, 0.1, 0.02, 0.01, 0.01, 0.05, 0.01, 0.05, 0.01, 0.67, 0.005, 0.005, 0.0]
鼓励金融机构创新基于数据资产的质押融资、保险、担保等金融产品。	7	[0.005, 0.01, 0.01, 0.01, 0.005, 0.01, 0.02, 0.7, 0.02, 0.15, 0.005, 0.005, 0.005, 0.045]
加快推进经营主体电子证照、电子签章、电子档案的互通互认。	3	[0.005, 0.005, 0.01, 0.7, 0.2, 0.02, 0.05, 0.002, 0.003, 0.001, 0.001, 0.001, 0.001, 0.001]
深入研究数据作为生产要素的法律属性和权利类型。	9	[0.02, 0.01, 0.01, 0.01, 0.01, 0.15, 0.2, 0.01, 0.05, 0.53, 0.0, 0.0, 0.0, 0.0]
公共数据实行分类分级管理，根据数据的内容、用途、开放条件和共享属性等进行分类分级。	8	[0.01, 0.01, 0.01, 0.15, 0.01, 0.2, 0.2, 0.01, 0.38, 0.01, 0.005, 0.005, 0.0, 0.0]
数据经纪人是指在数据市场中，为促成数据交易或提供相关服务，并以此获取佣金或服务费的个人或组织。	3	[0.01, 0.005, 0.005, 0.8, 0.01, 0.01, 0.05, 0.01, 0.01, 0.08, 0.005, 0.005, 0.0, 0.0]
建立气象探测信息公益性共享机制，通过市级数据平台共享气象探测信息，承担安全保密责任	3	[0.005, 0.005, 0.005, 0.7, 0.15, 0.02, 0.1, 0.005, 0.005, 0.005, 0.0, 0.0, 0.0, 0.0]
探索建立数据驱动的经营管理和决策机制。	13	[0.01, 0.01, 0.1, 0.01, 0.01, 0.2, 0.01, 0.01, 0.1, 0.01, 0.005, 0.01, 0.1, 0.415]
强化其综合协调、督促指导、组织推进老龄事业发展职责。	13	[0.01, 0.005, 0.005, 0.05, 0.005, 0.1, 0.02, 0.005, 0.15, 0.005, 0.005, 0.005, 0.005, 0.63]
建立能源行业网络安全分类分级管理制度。	6	[0.01, 0.005, 0.005, 0.01, 0.01, 0.15, 0.8, 0.002, 0.003, 0.001, 0.001, 0.001, 0.001, 0.001]
